,Round,Pick,Team,Player,Position,Age,School,Year,Weight,40 Time,Vertical Jump,3 Cone,Shuttle,Height (in),PK,G,Rec,RecYds,RecAvg,RecTD,RushAtt,RushYds,RushAvg,RushTD,Plays,TotalYds,YardsPerPlay,TotalTDs,YPG,Conf,response
142,6,201,PHI,Troy Smith,WR,22,East Carolina,1999,194,4.63,35.5,7.25,4.24,73,troy smith+1999,10,44,719,16.34090909,4,1,2,2,0,45,721,16.02222222,4,71.9,CUSA,3
143,6,204,DEN,Chad Plummer,WR,23,Cincinnati,1999,223,4.57,33,7.34,4.18,74.9,chad plummer+1999,11,61,852,13.96721311,0,45,52,1.155555556,1,106,904,8.528301887,1,77.45454545,CUSA,
144,7,213,GNB,Donald Driver,WR,24,Alcorn St.,1999,,,,,,,donald driver+1999,,,,,,,,,,,,,,,,2
145,7,217,WAS,Tim Alexander,WR,,Oregon St.,1999,,,,,,,tim alexander+1999,11,52,620,11.92307692,2,4,3,0.75,0,56,623,11.125,2,56.36363636,Pac-10,
146,7,221,CHI,Sulecio Sanford,WR,,Middle Tenn. St.,1999,,,,,,,sulecio sanford+1999,,,,,,,,,,,,,,,,
147,7,240,TAM,Darnell McDonald,WR,23,Kansas St.,1999,202,4.74,34,7.27,4.24,75,darnell mcdonald+1999,,,,,,,,,,,,,,,,3
148,7,241,NWE,Sean Morey,WR,23,Brown,1999,,,,,,,sean morey+1999,,,,,,,,,,,,,,,,
149,7,247,ATL,Rondel Menendez,WR,,East. Kentucky,1999,178,4.24,37,6.79,3.96,69,rondel menendez+1999,,,,,,,,,,,,,,,,
150,1,6,STL,Torry Holt,WR,23,North Carolina St.,1999,192,4.44,37,,,72.3,torry holt+1999,29,174,3118,17.91954023,30,11,117,10.63636364,0,185,3235,17.48648649,30,107.5172414,ACC,1
151,1,8,ARI,David Boston,WR,21,Ohio St.,1999,215,4.47,37,7.2,4.09,73.3,david boston+1999,25,158,2405,15.22151899,27,3,8,2.666666667,0,161,2413,14.98757764,27,96.2,Big Ten,1
152,1,13,PIT,Troy Edwards,WR,22,Louisiana Tech,1999,191,4.57,36.5,7.37,4.16,69.5,troy edwards+1999,34,280,4352,15.54285714,50,38,447,11.76315789,6,318,4799,15.09119497,56,128,Ind,3
153,2,32,CLE,Kevin Johnson,WR,23,Syracuse,1999,194,4.41,36.5,6.79,3.86,71.1,kevin johnson+1999,11,60,894,14.9,9,8,105,13.125,3,68,999,14.69117647,12,81.27272727,Big East,1
154,2,53,BUF,Peerless Price,WR,22,Tennessee,1999,180,4.55,35,7.28,4.09,70.9,peerless price+1999,35,141,2227,15.79432624,19,7,122,17.42857143,1,148,2349,15.87162162,20,63.62857143,SEC,2
155,3,71,CHI,D'Wayne Bates,WR,23,Northwestern,1999,215,4.59,37,7.25,4.24,73.6,d'wayne bates+1999,36,207,3330,16.08695652,26,13,12,0.923076923,0,220,3342,15.19090909,26,92.5,Big Ten,3
156,3,78,CHI,Marty Booker,WR,23,La-Monroe,1999,,,,,,,marty booker+1999,11,75,1168,15.57333333,11,2,-1,-0.5,0,77,1167,15.15584416,11,106.1818182,Ind,2
157,3,82,SEA,Karsten Bailey,WR,22,Auburn,1999,205,4.33,40,6.99,3.99,71.8,karsten bailey+1999,,,,,,,,,,,,,,,,
158,3,93,DEN,Travis McGriff,WR,23,Florida,1999,185,4.53,35.5,7.28,4.13,68,travis mcgriff+1999,11,70,1357,19.38571429,10,2,-3,-1.5,1,72,1354,18.80555556,11,123.3636364,SEC,4
159,4,98,CIN,Craig Yeast,WR,22,Kentucky,1999,164,4.49,32.5,7.31,4.14,67.6,craig yeast+1999,43,208,2899,13.9375,28,13,125,9.615384615,0,221,3024,13.68325792,28,67.41860465,SEC,3
160,4,102,OAK,Dameane Douglas,WR,23,California,1999,201,4.7,31.5,7.36,4.36,71.9,dameane douglas+1999,34,188,2241,11.92021277,12,4,5,1.25,1,192,2246,11.69791667,13,65.91176471,Pac-10,4
161,4,105,BAL,Brandon Stokley,WR,23,Louisiana,1999,197,4.49,35.5,7.04,4.01,73,brandon stokley+1999,22,146,2333,15.97945205,15,13,55,4.230769231,0,159,2388,15.01886792,15,106.0454545,Ind,3
162,4,108,KAN,Larry Parker,WR,23,USC,1999,200,4.49,35.5,,,72.9,larry parker+1999,13,29,580,20,1,3,28,9.333333333,0,32,608,19,1,44.61538462,Pac-10,
163,4,118,DAL,Wane McGarity,WR,22,Texas,1999,194,4.53,33,7.21,4.36,68,wane mcgarity+1999,,,,,,,,,,,,,,,,3
164,4,130,PHI,Na Brown,WR,22,North Carolina,1999,184,4.56,30.5,7.12,4.21,72.6,na brown+1999,11,55,897,16.30909091,6,1,48,48,1,56,945,16.875,7,81.54545455,ACC,3
165,5,148,CLE,Darrin Chiaverini,WR,21,Colorado,1999,212,4.53,33,,4.16,73.1,darrin chiaverini+1999,11,52,630,12.11538462,5,1,10,10,0,53,640,12.0754717,5,57.27272727,Big 12,3
166,5,164,ATL,Eugene Baker,WR,23,Kent St.,1999,167,4.46,36.5,6.9,4.03,72.5,eugene baker+1999,17,118,1900,16.10169492,17,2,19,9.5,0,120,1919,15.99166667,17,111.7647059,MAC,3
167,5,166,PIT,Malcolm Johnson,WR,22,Notre Dame,1999,,,,,,,malcolm johnson+1999,,,,,,,,,,,,,,,,4
168,6,171,SFO,Tai Streets,WR,22,Michigan,1999,194,4.44,37,,,73.4,tai streets+1999,,,,,,,,,,,,,,,,3
169,6,186,TEN,Darran Hall,WR,,Colorado St.,1999,168,4.45,34,7.25,4.33,68.5,darran hall+1999,11,44,629,14.29545455,2,7,65,9.285714286,2,51,694,13.60784314,4,57.18181818,WAC,
170,6,193,DAL,MarTay Jenkins,WR,24,Nebraska-Omaha,1999,203,4.5,39.5,7.3,4.18,71.4,martay jenkins+1999,,,,,,,,,,,,,,,,
171,6,196,GNB,Dee Miller,WR,,Ohio St.,1999,199,4.51,33.5,7.2,4.31,71.9,dee miller+1999,25,117,1896,16.20512821,8,4,36,9,0,121,1932,15.96694215,8,75.84,Big Ten,
172,6,201,PHI,Troy Smith,WR,22,East Carolina,1999,194,4.63,35.5,7.25,4.24,73,troy smith+1999,10,44,719,16.34090909,4,1,2,2,0,45,721,16.02222222,4,71.9,CUSA,3
173,6,204,DEN,Chad Plummer,WR,23,Cincinnati,1999,223,4.57,33,7.34,4.18,74.9,chad plummer+1999,11,61,852,13.96721311,0,45,52,1.155555556,1,106,904,8.528301887,1,77.45454545,CUSA,
174,7,213,GNB,Donald Driver,WR,24,Alcorn St.,1999,,,,,,,donald driver+1999,,,,,,,,,,,,,,,,2
175,7,217,WAS,Tim Alexander,WR,,Oregon St.,1999,,,,,,,tim alexander+1999,11,52,620,11.92307692,2,4,3,0.75,0,56,623,11.125,2,56.36363636,Pac-10,
176,7,221,CHI,Sulecio Sanford,WR,,Middle Tenn. St.,1999,,,,,,,sulecio sanford+1999,,,,,,,,,,,,,,,,
177,7,240,TAM,Darnell McDonald,WR,23,Kansas St.,1999,202,4.74,34,7.27,4.24,75,darnell mcdonald+1999,,,,,,,,,,,,,,,,3
178,7,241,NWE,Sean Morey,WR,23,Brown,1999,,,,,,,sean morey+1999,,,,,,,,,,,,,,,,
179,7,247,ATL,Rondel Menendez,WR,,East. Kentucky,1999,178,4.24,37,6.79,3.96,69,rondel menendez+1999,,,,,,,,,,,,,,,,
180,1,6,STL,Torry Holt,WR,23,North Carolina St.,1999,192,4.44,37,,,72.3,torry holt+1999,29,174,3118,17.91954023,30,11,117,10.63636364,0,185,3235,17.48648649,30,107.5172414,ACC,1
181,1,8,ARI,David Boston,WR,21,Ohio St.,1999,215,4.47,37,7.2,4.09,73.3,david boston+1999,25,158,2405,15.22151899,27,3,8,2.666666667,0,161,2413,14.98757764,27,96.2,Big Ten,1
182,1,13,PIT,Troy Edwards,WR,22,Louisiana Tech,1999,191,4.57,36.5,7.37,4.16,69.5,troy edwards+1999,34,280,4352,15.54285714,50,38,447,11.76315789,6,318,4799,15.09119497,56,128,Ind,3
183,2,32,CLE,Kevin Johnson,WR,23,Syracuse,1999,194,4.41,36.5,6.79,3.86,71.1,kevin johnson+1999,11,60,894,14.9,9,8,105,13.125,3,68,999,14.69117647,12,81.27272727,Big East,1
184,2,53,BUF,Peerless Price,WR,22,Tennessee,1999,180,4.55,35,7.28,4.09,70.9,peerless price+1999,35,141,2227,15.79432624,19,7,122,17.42857143,1,148,2349,15.87162162,20,63.62857143,SEC,2
185,3,71,CHI,D'Wayne Bates,WR,23,Northwestern,1999,215,4.59,37,7.25,4.24,73.6,d'wayne bates+1999,36,207,3330,16.08695652,26,13,12,0.923076923,0,220,3342,15.19090909,26,92.5,Big Ten,3
186,3,78,CHI,Marty Booker,WR,23,La-Monroe,1999,,,,,,,marty booker+1999,11,75,1168,15.57333333,11,2,-1,-0.5,0,77,1167,15.15584416,11,106.1818182,Ind,2
187,3,82,SEA,Karsten Bailey,WR,22,Auburn,1999,205,4.33,40,6.99,3.99,71.8,karsten bailey+1999,,,,,,,,,,,,,,,,
188,3,93,DEN,Travis McGriff,WR,23,Florida,1999,185,4.53,35.5,7.28,4.13,68,travis mcgriff+1999,11,70,1357,19.38571429,10,2,-3,-1.5,1,72,1354,18.80555556,11,123.3636364,SEC,4
189,4,98,CIN,Craig Yeast,WR,22,Kentucky,1999,164,4.49,32.5,7.31,4.14,67.6,craig yeast+1999,43,208,2899,13.9375,28,13,125,9.615384615,0,221,3024,13.68325792,28,67.41860465,SEC,3
190,4,102,OAK,Dameane Douglas,WR,23,California,1999,201,4.7,31.5,7.36,4.36,71.9,dameane douglas+1999,34,188,2241,11.92021277,12,4,5,1.25,1,192,2246,11.69791667,13,65.91176471,Pac-10,4
191,4,105,BAL,Brandon Stokley,WR,23,Louisiana,1999,197,4.49,35.5,7.04,4.01,73,brandon stokley+1999,22,146,2333,15.97945205,15,13,55,4.230769231,0,159,2388,15.01886792,15,106.0454545,Ind,3
192,4,108,KAN,Larry Parker,WR,23,USC,1999,200,4.49,35.5,,,72.9,larry parker+1999,13,29,580,20,1,3,28,9.333333333,0,32,608,19,1,44.61538462,Pac-10,
193,4,118,DAL,Wane McGarity,WR,22,Texas,1999,194,4.53,33,7.21,4.36,68,wane mcgarity+1999,,,,,,,,,,,,,,,,3
194,4,130,PHI,Na Brown,WR,22,North Carolina,1999,184,4.56,30.5,7.12,4.21,72.6,na brown+1999,11,55,897,16.30909091,6,1,48,48,1,56,945,16.875,7,81.54545455,ACC,3
195,5,148,CLE,Darrin Chiaverini,WR,21,Colorado,1999,212,4.53,33,,4.16,73.1,darrin chiaverini+1999,11,52,630,12.11538462,5,1,10,10,0,53,640,12.0754717,5,57.27272727,Big 12,3
196,5,164,ATL,Eugene Baker,WR,23,Kent St.,1999,167,4.46,36.5,6.9,4.03,72.5,eugene baker+1999,17,118,1900,16.10169492,17,2,19,9.5,0,120,1919,15.99166667,17,111.7647059,MAC,3
197,5,166,PIT,Malcolm Johnson,WR,22,Notre Dame,1999,,,,,,,malcolm johnson+1999,,,,,,,,,,,,,,,,4
198,6,171,SFO,Tai Streets,WR,22,Michigan,1999,194,4.44,37,,,73.4,tai streets+1999,,,,,,,,,,,,,,,,3
199,6,186,TEN,Darran Hall,WR,,Colorado St.,1999,168,4.45,34,7.25,4.33,68.5,darran hall+1999,11,44,629,14.29545455,2,7,65,9.285714286,2,51,694,13.60784314,4,57.18181818,WAC,
200,6,193,DAL,MarTay Jenkins,WR,24,Nebraska-Omaha,1999,203,4.5,39.5,7.3,4.18,71.4,martay jenkins+1999,,,,,,,,,,,,,,,,
201,6,196,GNB,Dee Miller,WR,,Ohio St.,1999,199,4.51,33.5,7.2,4.31,71.9,dee miller+1999,25,117,1896,16.20512821,8,4,36,9,0,121,1932,15.96694215,8,75.84,Big Ten,
202,6,201,PHI,Troy Smith,WR,22,East Carolina,1999,194,4.63,35.5,7.25,4.24,73,troy smith+1999,10,44,719,16.34090909,4,1,2,2,0,45,721,16.02222222,4,71.9,CUSA,3
203,6,204,DEN,Chad Plummer,WR,23,Cincinnati,1999,223,4.57,33,7.34,4.18,74.9,chad plummer+1999,11,61,852,13.96721311,0,45,52,1.155555556,1,106,904,8.528301887,1,77.45454545,CUSA,
204,7,213,GNB,Donald Driver,WR,24,Alcorn St.,1999,,,,,,,donald driver+1999,,,,,,,,,,,,,,,,2
205,7,217,WAS,Tim Alexander,WR,,Oregon St.,1999,,,,,,,tim alexander+1999,11,52,620,11.92307692,2,4,3,0.75,0,56,623,11.125,2,56.36363636,Pac-10,
206,7,221,CHI,Sulecio Sanford,WR,,Middle Tenn. St.,1999,,,,,,,sulecio sanford+1999,,,,,,,,,,,,,,,,
207,7,240,TAM,Darnell McDonald,WR,23,Kansas St.,1999,202,4.74,34,7.27,4.24,75,darnell mcdonald+1999,,,,,,,,,,,,,,,,3
208,7,241,NWE,Sean Morey,WR,23,Brown,1999,,,,,,,sean morey+1999,,,,,,,,,,,,,,,,
209,7,247,ATL,Rondel Menendez,WR,,East. Kentucky,1999,178,4.24,37,6.79,3.96,69,rondel menendez+1999,,,,,,,,,,,,,,,,
210,1,4,CIN,Peter Warrick,WR,23,Florida St.,2000,194,4.58,,,,71,peter warrick+2000,43,207,3517,16.99033816,32,40,185,4.625,4,247,3702,14.98785425,36,81.79069767,ACC,2
211,1,8,PIT,Plaxico Burress,WR,23,Michigan St.,2000,231,4.59,33,,,77,plaxico burress+2000,,,,,,,,,,,,,,,,2
212,1,10,BAL,Travis Taylor,WR,22,Florida,2000,199,4.43,37,7.15,,73,travis taylor+2000,,,,,,,,,,,,,,,,2
213,1,21,KAN,Sylvester Morris,WR,22,Jackson St.,2000,216,4.6,34.5,7.06,4.17,75,sylvester morris+2000,,,,,,,,,,,,,,,,2
214,1,29,JAX,R. Jay Soward,WR,22,USC,2000,177,4.34,35,,,69,r. jay soward+2000,34,143,2165,15.13986014,18,27,340,12.59259259,3,170,2505,14.73529412,21,63.67647059,Pac-10,3
215,2,32,CLE,Dennis Northcutt,WR,22,Arizona,2000,175,4.43,37.5,6.96,4.04,70,dennis northcutt+2000,35,209,3111,14.88516746,23,29,374,12.89655172,2,238,3485,14.64285714,25,88.88571429,Pac-10,3
216,2,36,PHI,Todd Pinkston,WR,23,Southern Miss,2000,169,4.45,,,,74,todd pinkston+2000,,,,,,,,,,,,,,,,3
217,2,47,OAK,Jerry Porter,WR,22,West Virginia,2000,221,4.48,,,,74,jerry porter+2000,,,,,,,,,,,,,,,,2
218,3,66,CIN,Ron Dugans,WR,23,Florida St.,2000,206,4.58,,,,73,ron dugans+2000,,,,,,,,,,,,,,,,3
219,3,69,CHI,Dez White,WR,21,Georgia Tech,2000,218,4.62,37.5,6.91,4.09,73,dez white+2000,11,44,860,19.54545455,5,11,67,6.090909091,0,55,927,16.85454545,5,78.18181818,ACC,3
220,3,70,DEN,Chris Cole,WR,22,Texas A&M,2000,191,4.37,37.5,6.76,4.09,72,chris cole+2000,,,,,,,,,,,,,,,,
221,3,73,NYG,Ron Dixon,WR,24,Lambuth,2000,,,,,,,ron dixon+2000,,,,,,,,,,,,,,,,3
222,3,78,NYJ,Laveranues Coles,WR,22,Florida St.,2000,192,4.41,34,6.89,4.39,71,laveranues coles+2000,,,,,,,,,,,,,,,,1
223,3,79,CLE,JaJuan Dawson,WR,22,Tulane,2000,199,4.55,34,6.96,4.16,73,jajuan dawson+2000,10,96,1051,10.94791667,8,1,3,3,0,97,1054,10.86597938,8,105.1,CUSA,3
224,3,80,SEA,Darrell Jackson,WR,21,Florida,2000,197,4.56,,,,72,darrell jackson+2000,23,93,1448,15.56989247,13,3,26,8.666666667,0,96,1474,15.35416667,13,62.95652174,SEC,1
225,4,99,PHI,Gari Scott,WR,22,Michigan St.,2000,194,4.59,33.5,,,72,gari scott+2000,11,30,483,16.1,6,1,-8,-8,0,31,475,15.32258065,6,43.90909091,Big Ten,
226,4,103,PIT,Danny Farmer,WR,23,UCLA,2000,217,4.58,,,,75,danny farmer+2000,,,,,,,,,,,,,,,,3
227,4,111,SDG,Trevor Gaylor,WR,22,Miami (OH),2000,199,4.56,37.5,7.03,4.29,75,trevor gaylor+2000,22,91,1681,18.47252747,16,7,47,6.714285714,1,98,1728,17.63265306,17,76.40909091,MAC,3
228,4,114,GNB,Anthony Lucas,WR,,Arkansas,2000,194,4.53,35,,,75,anthony lucas+2000,,,,,,,,,,,,,,,,
229,4,121,BUF,Avion Black,WR,23,Tennessee St.,2000,,,,,,,avion black+2000,,,,,,,,,,,,,,,,
230,5,143,NYJ,Windrell Hayes,WR,23,USC,2000,204,4.5,,7.33,4.18,71,windrell hayes+2000,,,,,,,,,,,,,,,,3
231,5,151,GNB,Joey Jamison,WR,,Texas Southern,2000,,,,,,,joey jamison+2000,,,,,,,,,,,,,,,,
232,5,153,KAN,Dante Hall,WR,21,Texas A&M,2000,,,,,,,dante hall+2000,,,,,,,,,,,,,,,,
233,5,154,DEN,Muneer Moore,WR,,Richmond,2000,201,4.52,37.5,6.91,4.09,73,muneer moore+2000,,,,,,,,,,,,,,,,
234,5,165,MIN,Troy Walters,WR,23,Stanford,2000,171,4.55,32.5,6.61,3.84,66,troy walters+2000,31,212,3542,16.70754717,23,6,5,0.833333333,0,218,3547,16.2706422,23,114.2580645,Pac-10,4
235,6,170,CHI,Frank Murphy,WR,23,Kansas St.,2000,,,,,,,frank murphy+2000,,,,,,,,,,,,,,,,
236,6,172,ATL,Mareno Philyaw,WR,22,Troy,2000,205,4.66,39.5,6.93,4.13,74,mareno philyaw+2000,,,,,,,,,,,,,,,,
237,6,175,SEA,James Williams,WR,22,Marshall,2000,180,4.59,36,7.22,4.16,71,james williams+2000,25,73,1471,20.15068493,17,2,-12,-6,0,75,1459,19.45333333,17,58.84,MAC,3
238,6,196,JAX,Emanuel Smith,WR,24,Arkansas,2000,,,,,,,emanuel smith+2000,33,85,1083,12.74117647,4,3,3,1,0,88,1086,12.34090909,4,32.81818182,SEC,
239,6,200,NOR,Sherrod Gideon,WR,,Southern Miss,2000,173,4.66,,,,71,sherrod gideon+2000,,,,,,,,,,,,,,,,
240,7,208,KAN,Desmond Kitchings,WR,,Furman,2000,,,,,,,desmond kitchings+2000,,,,,,,,,,,,,,,,
241,7,233,BUF,Drew Haddad,WR,22,Buffalo,2000,,,,,,,drew haddad+2000,11,85,1158,13.62352941,6,11,62,5.636363636,0,96,1220,12.70833333,6,105.2727273,MAC,
242,7,242,GNB,Charles Lee,WR,22,Central Florida,2000,202,4.56,35.5,7.3,4.25,73,charles lee+2000,11,87,1133,13.02298851,5,1,2,2,0,88,1135,12.89772727,5,103,Ind,3
243,7,246,DEN,Leroy Fields,WR,,Jackson St.,2000,,,,,,,leroy fields+2000,,,,,,,,,,,,,,,,
244,7,250,WAS,Ethan Howell,WR,,Oklahoma St.,2000,,,,,,,ethan howell+2000,,,,,,,,,,,,,,,,
245,1,8,CHI,David Terrell,WR,22,Michigan,2001,213,4.43,,,,75,david terrell+2001,22,124,1882,15.17741935,17,7,101,14.42857143,1,131,1983,15.13740458,18,85.54545455,Big Ten,3
246,1,9,SEA,Koren Robinson,WR,21,North Carolina St.,2001,211,4.61,,,,73,koren robinson+2001,22,110,1914,17.4,15,28,110,3.928571429,0,138,2024,14.66666667,15,87,ACC,2
247,1,15,WAS,Rod Gardner,WR,23,Clemson,2001,219,4.48,,,,74,rod gardner+2001,23,131,2040,15.57251908,10,5,0,0,0,136,2040,15,10,88.69565217,ACC,2
248,1,16,NYJ,Santana Moss,WR,22,Miami (FL),2001,184,4.31,,,,70,santana moss+2001,34,129,2278,17.65891473,19,11,238,21.63636364,2,140,2516,17.97142857,21,67,Big East,2
249,1,25,PHI,Freddie Mitchell,WR,22,UCLA,2001,185,4.46,39.5,6.95,4.06,71,freddie mitchell+2001,22,106,1847,17.4245283,8,8,37,4.625,0,114,1884,16.52631579,8,83.95454545,Pac-10,3
250,1,30,IND,Reggie Wayne,WR,22,Miami (FL),2001,198,4.45,,,,72,reggie wayne+2001,11,43,755,17.55813953,10,2,15,7.5,0,45,770,17.11111111,10,68.63636364,Big East,1
251,2,33,CLE,Quincy Morgan,WR,23,Kansas St.,2001,211,4.48,,,,73,quincy morgan+2001,13,64,1166,18.21875,14,3,11,3.666666667,0,67,1177,17.56716418,14,89.69230769,Big 12,2
252,2,36,CIN,Chad Johnson,WR,23,Oregon St.,2001,192,4.57,33,7.51,4.14,73,chad johnson+2001,12,37,806,21.78378378,8,2,-5,-2.5,0,39,801,20.53846154,8,67.16666667,Pac-10,1
253,2,41,GNB,Robert Ferguson,WR,21,Texas A&M,2001,205,4.48,36.5,7.24,4.07,73,robert ferguson+2001,,,,,,,,,,,,,,,,
254,2,52,MIA,Chris Chambers,WR,23,Wisconsin,2001,210,4.33,45,,4,72,chris chambers+2001,,,,,,,,,,,,,,,,1
255,3,74,CAR,Steve Smith Sr.,WR,22,Utah,2001,184,4.41,38.5,7.44,4.25,69,steve smith sr.+2001,21,78,1603,20.55128205,12,8,52,6.5,0,86,1655,19.24418605,12,76.33333333,MWC,
256,3,77,KAN,Snoop Minnis,WR,24,Florida St.,2001,171,4.57,37.5,7.06,4.07,73,snoop minnis+2001,,,,,,,,,,,,,,,,3
257,4,116,STL,Milton Wynn,WR,22,Washington St.,2001,,,,,,,milton wynn+2001,11,52,964,18.53846154,5,2,32,16,1,54,996,18.44444444,6,87.63636364,Pac-10,2
258,4,124,TEN,Justin McCareins,WR,22,Northern Illinois,2001,209,4.51,41,7.06,3.99,74,justin mccareins+2001,33,177,2560,14.46327684,25,14,162,11.57142857,0,191,2722,14.2513089,25,77.57575758,MAC,3
259,4,131,MIN,Cedric James,WR,22,TCU,2001,204,4.49,43,,,74,cedric james+2001,,,,,,,,,,,,,,,,
260,5,136,ATL,Vinny Sutherland,WR,23,Purdue,2001,192,4.48,,,,69,vinny sutherland+2001,49,176,2370,13.46590909,25,50,384,7.68,3,226,2754,12.18584071,28,48.36734694,Big Ten,4
261,5,140,SEA,Alex Bannister,WR,22,East. Kentucky,2001,201,4.47,30.5,,,77,alex bannister+2001,,,,,,,,,,,,,,,,4
262,5,148,DET,Scotty Anderson,WR,21,Grambling St.,2001,184,4.57,34.5,,,74,scotty anderson+2001,,,,,,,,,,,,,,,,3
263,5,153,NOR,Onomo Ojo,WR,,UC Davis,2001,,,,,,,onomo ojo+2001,,,,,,,,,,,,,,,,
264,5,154,WAS,Darnerien McCants,WR,24,Delaware St.,2001,,,,,,,darnerien mccants+2001,,,,,,,,,,,,,,,,
265,5,159,TEN,Eddie Berlin,WR,23,Northern Iowa,2001,191,4.43,39.5,6.78,4.08,71,eddie berlin+2001,,,,,,,,,,,,,,,,4
266,5,162,NYG,Jonathan Carter,WR,22,Troy,2001,,,,,,,jonathan carter+2001,,,,,,,,,,,,,,,,
267,6,166,ARI,Bobby Newcombe,WR,,Nebraska,2001,195,4.53,37,6.86,3.98,70,bobby newcombe+2001,,,,,,,,,,,,,,,,
268,6,169,SFO,Cedrick Wilson,WR,22,Tennessee,2001,179,4.48,38,,,70,cedrick wilson+2001,,,,,,,,,,,,,,,,
269,6,190,DEN,Kevin Kasper,WR,23,Iowa,2001,199,4.42,43.5,6.56,3.73,72,kevin kasper+2001,22,142,1674,11.78873239,10,2,-20,-10,0,144,1654,11.48611111,10,76.09090909,Big Ten,3
270,6,197,STL,Francis St. Paul,WR,,Northern Arizona,2001,,,,,,,francis st. paul+2001,,,,,,,,,,,,,,,,
271,7,204,CIN,T.J. Houshmandzadeh,WR,23,Oregon St.,2001,,,,,,,t.j. houshmandzadeh+2001,,,,,,,,,,,,,,,,1
272,7,208,CHI,John Capel,WR,,Florida,2001,177,4.39,36.5,,,71,john capel+2001,,,,,,,,,,,,,,,,
273,7,214,BUF,Reggie Germany,WR,23,Ohio St.,2001,183,4.39,,,,73,reggie germany+2001,,,,,,,,,,,,,,,,3
274,7,218,PIT,Chris Taylor,WR,22,Texas A&M,2001,183,4.4,35.5,6.81,3.93,71,chris taylor+2001,22,65,981,15.09230769,5,2,6,3,0,67,987,14.73134328,5,44.59090909,Big 12,
275,7,229,OAK,Ken-Yon Rambo,WR,22,Ohio St.,2001,196,4.34,,,,73,ken-yon rambo+2001,24,94,1627,17.30851064,8,11,53,4.818181818,0,105,1680,16,8,67.79166667,Big Ten,4
276,7,235,JAX,Richmond Flowers III,WR,,Chattanooga,2001,,,,,,,richmond flowers iii+2001,,,,,,,,,,,,,,,,
277,7,236,ATL,Quentin McCord,WR,23,Kentucky,2001,191,4.48,36.5,7.17,4.18,70,quentin mccord+2001,20,82,1234,15.04878049,9,4,132,33,1,86,1366,15.88372093,10,61.7,SEC,3
278,7,245,CLE,Andre King,WR,27,Miami (FL),2001,199,4.61,,,,72,andre king+2001,,,,,,,,,,,,,,,,4
279,1,13,NOR,Donte' Stallworth,WR,21,Tennessee,2002,197,4.22,,,,72,donte' stallworth+2002,31,99,1747,17.64646465,13,4,30,7.5,0,103,1777,17.25242718,13,56.35483871,SEC,2
280,1,19,DEN,Ashley Lelie,WR,22,Hawaii,2002,197,4.49,,,,75,ashley lelie+2002,,,,,,,,,,,,,,,,2
281,1,20,GNB,Javon Walker,WR,23,Florida St.,2002,210,4.38,39.5,6.86,4.05,75,javon walker+2002,,,,,,,,,,,,,,,,2
282,2,33,HOU,Jabar Gaffney,WR,21,Florida,2002,193,4.56,,6.87,4.06,73,jabar gaffney+2002,,,,,,,,,,,,,,,,3
283,2,36,BUF,Josh Reed,WR,22,LSU,2002,210,4.54,,,,70,josh reed+2002,23,159,2867,18.03144654,17,3,5,1.666666667,0,162,2872,17.72839506,17,124.6521739,SEC,3
284,2,46,NYG,Tim Carter,WR,22,Auburn,2002,190,4.32,39,6.68,3.93,72,tim carter+2002,11,35,570,16.28571429,3,7,28,4,0,42,598,14.23809524,3,51.81818182,SEC,3
285,2,47,CLE,Andre' Davis,WR,23,Virginia Tech,2002,194,4.42,39.5,6.77,4.1,73,andre' davis+2002,,,,,,,,,,,,,,,,2
286,2,48,SDG,Reche Caldwell,WR,23,Florida,2002,194,4.53,41.5,7,4.1,72,reche caldwell+2002,35,141,2088,14.80851064,18,13,91,7,0,154,2179,14.14935065,18,59.65714286,SEC,3
287,2,62,PIT,Antwaan Randle El,WR,23,Indiana,2002,191,4.49,,,,70,antwaan randle el+2002,,,,,,,,,,,,,,,,3
288,2,63,DAL,Antonio Bryant,WR,21,Pittsburgh,2002,188,4.57,37,,,73,antonio bryant+2002,,,,,,,,,,,,,,,,2
289,2,65,NWE,Deion Branch,WR,23,Louisville,2002,191,4.47,36,6.71,3.78,69,deion branch+2002,23,143,2204,15.41258741,18,10,36,3.6,0,153,2240,14.64052288,18,95.82608696,CUSA,2
290,3,86,TAM,Marquis Walker,WR,,Michigan,2002,,,,,,,marquis walker+2002,,,,,,,,,,,,,,,,
291,3,87,WAS,Cliff Russell,WR,23,Utah,2002,185,4.36,,,,71,cliff russell+2002,28,124,1862,15.01612903,10,7,37,5.285714286,0,131,1899,14.49618321,10,66.5,MWC,
292,3,95,STL,Eric Crouch,WR,,Nebraska,2002,,,,,,,eric crouch+2002,,,,,,,,,,,,,,,,
293,4,123,BAL,Ron Johnson,WR,22,Minnesota,2002,225,4.7,34.5,7.12,4.02,74,ron johnson+2002,,,,,,,,,,,,,,,,4
294,5,142,SDG,Terry Charles,WR,,Portland St.,2002,207,4.52,36.5,7.02,4.09,75,terry charles+2002,,,,,,,,,,,,,,,,
295,5,144,DEN,Herb Haygood,WR,24,Michigan St.,2002,193,4.45,33,6.65,4.26,71,herb haygood+2002,23,92,1347,14.64130435,6,4,2,0.5,0,96,1349,14.05208333,6,58.56521739,Big Ten,
